step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_any,collision_capsule_overlap,collision_pybullet_contact,termination_collision,termination_reason,unavoidable_collision,avoidable_collision,collision_avoidability_reason,safe_stop_infeasible_first_step,safe_stop_infeasible_last_step,safe_stop_h_drift_mps,safe_stop_drift_class,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,qdot_policy_norm,task_space_goal_error_before_m,task_space_goal_error_after_m,task_space_goal_error_delta_m,task_space_requested_speed_mps,task_space_executed_speed_mps,task_space_requested_toward_goal_mps,task_space_executed_toward_goal_mps,task_space_filter_velocity_loss_mps,task_space_nominal_toward_goal_mps,task_space_recovery_active_for_command,residual_control_enabled,residual_control_mode,residual_control_base_qdot_norm,hierarchical_control_enabled,hierarchical_state,hierarchical_plan_reason,hierarchical_plan_iterations,hierarchical_planning_time_s,hierarchical_planning_time_total_s,hierarchical_ik_candidate_count,hierarchical_ik_found,hierarchical_plan_found,hierarchical_direct_path,hierarchical_selected_candidate_index,hierarchical_selected_path_length_rad,hierarchical_selected_path_min_clearance_m,hierarchical_ik_candidate_errors_m,hierarchical_ik_candidate_clearances_m,hierarchical_ik_attempts_used,hierarchical_ik_fallback_used,hierarchical_ik_fallback_attempted,hierarchical_ik_target_shell_attempted,hierarchical_ik_target_shell_candidate_count,hierarchical_ik_obstacle_aware_attempted,hierarchical_ik_obstacle_aware_candidate_count,hierarchical_ik_rejection_counts,hierarchical_ik_min_goal_error_m,hierarchical_ik_goal_reachable_count,hierarchical_ik_obstacle_free_goal_reachable_count,hierarchical_selected_path_predictive_h_m,hierarchical_selected_path_filter_intervention,hierarchical_filter_intervention_ratio,hierarchical_filter_status,hierarchical_servo_stall_steps,hierarchical_servo_stall_replans,hierarchical_plan_count,hierarchical_replan_count,hierarchical_hold_steps,hierarchical_consecutive_hold_steps,hierarchical_waypoint_index,hierarchical_waypoint_count,hierarchical_path_progress,hierarchical_residual_budget,hierarchical_nominal_qdot_norm,residual_qdot_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_reason,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_infeasible_constraint_categories,safety_filter_infeasibility_diagnostic_status,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_goal_velocity_primary_mps,safety_filter_goal_velocity_secondary_used,safety_filter_goal_velocity_secondary_status,safety_filter_command_alignment_previous,safety_filter_command_sign_change,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_max_link_speed_bound_mps,predictive_link_velocity_norms_mps,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,safety_filter_goal_velocity_audit_status,safety_filter_max_feasible_goal_velocity_mps,safety_filter_projected_goal_velocity_mps,safety_filter_goal_velocity_feasibility_gap_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
10,0.55,-2.244511302424026,0.6037850379943848,0.1134364902973175,0.20590487122535706,0.3984810709953308,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.2378523349761963,3.980593681335449,9.461833953857422,0.647002637386322,0.647002637386322,0.12443365951511098,0.1134364902973175,0.010997169217793479,0.4256304340268692,0.3466191869881021,0.42556032223090773,0.23150761687472518,0.19405270535618255,0.42556032393414195,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,4,0,1,0,5,1,1,2,1.0,0.0,0.647002637386322,0.0,1.0,0.01470156222086677,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.0615620571694535,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.23650761880938345,1,continuity_tiebreak,0.9899313449859619,0,goal_velocity_linprog,0.0,valid,0.01470156222086677,1.0122761572926462,2.97737923e-17|0.239825672|0.274356635|0.274356635|0.368383839|0.368383839,0.39748227|0.221080026|0.0360593257|0.0433136952|0.0147015622|0.0177015622,0.578096078|0.401693834|0.216673134|0.223927503|0.19531537|0.19831537,0.51748227|0.341080026|0.156059326|0.163313695|0.134701562|0.137701562,0|0.15|0.15|0.15|0.15|0.15,-1.92481017e-17|-0.132756578|-0.106472078|-0.102991032|-0.0588062498|-0.0588062498,0|0|0|0|0|0,1.58992908|0.751563528|0.0377652247|0.0702637491|-8.81972592e-10|0.0119999991,optimal,0.23650761880938345,0.2315076168747252,0.005000001934658244,0.432759643|0.53099674|0.320739418,0|-0|0,0.015426920028403401,0.002968353102914989,0.0013831340475007892,0.007299909018911421
11,0.6000000000000001,-2.266742681761232,0.6115221381187439,0.10222891718149185,0.20080041885375977,0.4044763147830963,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1917035579681396,3.8586814403533936,16.93892478942871,0.5532697439193726,0.5532697439193726,0.11343649200631521,0.10222891718149185,0.01120757482482336,0.3891695386770549,0.38961516306710814,0.38915604009107163,0.24344314749694312,0.1457128925941285,0.38915604595397146,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,5,0,1,0,6,1,1,2,1.0,0.0,0.5532697439193726,0.0,1.0,0.012726925013084617,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1144483507300316,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.24844314983812893,1,continuity_tiebreak,0.988105058670044,0,goal_velocity_linprog,0.0,valid,0.012726925013084617,1.0269042200267224,0|0.161029176|0.213374791|0.213374791|0.344858632|0.344858632,0.396750867|0.221704264|0.0372076417|0.044260907|0.012726925|0.015726925,0.578096078|0.403049475|0.218552853|0.225606118|0.194072136|0.197072136,0.516750867|0.341704264|0.157207642|0.164260907|0.132726925|0.135726925,0|0.15|0.15|0.15|0.15|0.15,0|-0.0842355654|-0.0730769374|-0.0721859617|-0.0509077012|-0.0509077012,0|0|0|0|0|0,1.58700347|0.802581491|0.0757536294|0.104857666|-1.15422225e-09|0.0119999988,optimal,0.24844314983812893,0.24344314749694312,0.005000002341185805,0.432759643|0.53099674|0.320739418,0|-0|0,0.016139180050231516,0.0029565159929916263,0.0012410000199452043,0.008609130047261715
12,0.65,-2.386392208091967,0.6410806179046631,0.09133487194776535,0.19511577486991882,0.4315260648727417,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.1847203969955444,3.8450396060943604,16.93573760986328,0.491462767124176,0.491462767124176,0.10222891559048375,0.09133487194776535,0.010894043642718398,0.3509388041226268,0.48782970192022934,0.35093550435598214,0.2599894725847386,0.09094603177124355,0.3509354988943061,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,6,0,1,0,7,1,1,2,1.0,0.0,0.491462767124176,0.0,1.0,0.009472759779006107,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1890874525439656,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.26498947629655406,1,continuity_tiebreak,0.9869275093078613,0,goal_velocity_linprog,0.0,valid,0.009472759779006107,1.040678936492138,0|0.0881188537|0.240040071|0.240040071|0.391347999|0.391347999,0.396062131|0.224344218|0.0381823172|0.0451823172|0.00947275978|0.0124726968,0.578096078|0.406378164|0.220216264|0.227216264|0.191506707|0.194506644,0.516062131|0.344344218|0.158182317|0.165182317|0.12947276|0.132472697,0|0.15|0.15|0.15|0.15|0.15,0|-0.0393905085|-0.0423817883|-0.0423817883|-0.0378910359|-0.0378910359,0|0|0|0|0|0,1.58424852|0.857986362|0.11034748|0.13834748|3.20102621e-09|0.0119997512,optimal,0.26498947629655406,0.25998947258473865,0.005000003711815415,0.432759643|0.53099674|0.320739418,0|-0|0,0.024788744980469346,0.0037426220951601863,0.00332081806845963,0.009855574928224087
13,0.7000000000000001,-2.589295094660478,0.674531102180481,0.08441369235515594,0.18869316577911377,0.45928436517715454,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.217318058013916,3.8737263679504395,15.567480087280273,0.4659509062767029,0.4659509062767029,0.09133487692168286,0.08441369235515594,0.0069211845665269195,0.31365841935743854,0.6190422908366422,0.3136182612825808,0.2312814254328064,0.08233683584977441,0.3136182783616146,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,7,0,1,0,8,1,1,2,1.0,0.0,0.4659509062767029,0.0,1.0,0.0056692990016688205,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.3030796871274208,0,1,12,predictive_link_4|joint_2_velocity_lower|joint_3_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.2362814344536526,1,continuity_tiebreak,0.9873622059822083,0,goal_velocity_linprog,6.938893903907228e-18,valid,0.0056692990016688205,1.053459037424856,2.99272655e-17|0.0612091823|0.338862355|0.338862355|0.494148209|0.494148209,0.395423126|0.228743375|0.0394588845|0.0464588845|0.005669299|0.00866925728,0.578096078|0.411416327|0.222131836|0.229131836|0.188342251|0.191342209,0.515423126|0.348743375|0.159458884|0.166458884|0.125669299|0.128669257,0|0.15|0.15|0.15|0.130023683|0.130023692,-2.64342054e-17|0.00255393993|-0.00214626968|-0.00214626968|-0.0226771911|-0.0226771823,0|0|0|0|0|0,1.5816925|0.917527441|0.155689268|0.183689268|4.91405188e-09|0.0119998468,optimal,0.2362814344536526,0.23128142543280636,0.005000009020846241,0.432759643|0.53099674|0.320739418,0|-0|0,0.014325312920846045,0.002926268964074552,0.0014476130018010736,0.006211454048752785
14,0.75,-2.456803193084962,0.5933494567871094,0.08818329125642776,0.1845996379852295,0.38521042466163635,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,1.217318058013916,0.0,77.47453308105469,0.48679399490356445,0.48679399490356445,0.0844136958253224,0.08818329125642776,-0.0037695954311053603,0.2890793173746344,0.6295439970354282,0.28897178720921113,0.03612776712379697,0.2528440200854142,0.2889717990885659,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,8,0,1,0,9,1,1,2,1.0,0.0,0.48679399490356445,0.0,1.0,0.0006450455484278833,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.4405501565305565,0,0,12,joint_2_velocity_lower|joint_3_velocity_lower,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.04030564128899709,1,continuity_tiebreak,1.0,0,goal_velocity_linprog,0.0,valid,0.0006450455484278833,1.0739270216064845,2.72338919e-17|0.116511428|0.467804068|0.467804068|0.62945252|0.62945252,0.394399727|0.233413687|0.039784683|0.046784683|0.000645045548|0.00364504555,0.578096078|0.417110038|0.223481034|0.230481034|0.184341397|0.187341397,0.514399727|0.353413687|0.159784683|0.166784683|0.120645046|0.123645046,0|0|0.0643252215|0.0643252215|0.0811139594|0.0811139594,-2.26857611e-17|0.00491193025|1.83777198e-05|1.83777198e-05|3.2672432e-05|3.2672432e-05,0|0|0|0|0|0,1.57759891|0.938566679|0.15915711|0.18715711|0.00261285463|0.0146128546,optimal,0.04030564128899709,0.036127767123796964,0.0041778741652001294,0.432759643|0.53099674|0.320739418,0|-0|0,0.013858585036359727,0.003225789056159556,0.0012410400668159127,0.005745352944359183
15,0.8,-2.2274828326192213,0.5157554745674133,0.09603720903396606,0.18377336859703064,0.3096330165863037,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9738171696662903,6.814780235290527,136.2956085205078,0.5683556199073792,0.5683556199073792,0.08818329448474682,0.09603720903396606,-0.007853914549219243,0.2995501003221422,0.3789597145507767,0.29928551000501286,-0.10840186379709077,0.4076873738021036,0.2992855209616136,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,9,0,1,0,10,1,1,2,1.0,0.0,0.5683556199073792,0.0,1.0,-0.0012356164766732097,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.3652444776221924,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.10340185665516795,1,continuity_tiebreak,0.97603839635849,0,goal_velocity_linprog,0.0,valid,-0.0012356164766732097,1.093608380590609,0|0.115734332|0.470591584|0.470591584|0.639468044|0.639468044,0.393415659|0.232773521|0.0387567227|0.0457567227|-0.00123561648|0.00176438352,0.578096078|0.41745394|0.223437142|0.230437142|0.183444803|0.186444803,0.513415659|0.352773521|0.158756723|0.165756723|0.118764384|0.121764384,0|0|0.0157298331|0.0157298331|0.0409594129|0.0409594129,0|-0.0267828859|-0.0136705516|-0.0136705516|0.00494247217|0.00494247217,0|0|0|0|0|0,1.57366264|0.904311199|0.141356339|0.169356339|6.25857892e-09|0.0120000063,optimal,-0.10340185665516795,-0.10840186379709082,0.005000007141922877,0.432759643|0.53099674|0.320739418,0|-0|0,0.013030125061050057,0.0025189659791067243,0.0013089439598843455,0.006056373007595539
16,0.8500000000000001,-2.1485494075293077,0.5149361491203308,0.09956406056880951,0.18418866395950317,0.3077984154224396,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7460837364196777,7.413149833679199,27.7336483001709,0.6584121584892273,0.6584121584892273,0.09603720944599979,0.09956406056880951,-0.0035268511228097182,0.32302139975358374,0.14306171488527877,0.32249322578168893,-0.049872990183203424,0.37236621596489233,0.3224932271652994,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,10,0,1,0,11,1,1,2,1.0,0.0,0.6584121584892273,0.0,1.0,-0.0017114761573284593,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.2453879621808286,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,-0.04487298829165701,1,continuity_tiebreak,0.9411433935165405,0,goal_velocity_linprog,3.469446951953614e-18,valid,-0.0017114761573284593,1.1081541270653228,0|0.0431265296|0.243524161|0.243524161|0.382005752|0.382005752,0.392688371|0.227311331|0.0374587481|0.0444587481|-0.00171147616|0.00128852384,0.578096078|0.412719038|0.222866454|0.229866454|0.18369623|0.18669623,0.512688371|0.347311331|0.157458748|0.164458748|0.118288524|0.121288524,0|0.15|0.0590754095|0.0590754095|0.0177129683|0.0177129683,0|-0.0631266342|-0.0257456957|-0.0257456957|0.00684590494|0.00684590494,0|0|0|0|0|0,1.57075349|0.846118692|0.124089297|0.152089297|3.14629666e-10|0.0120000003,optimal,-0.04487298829165701,-0.04987299018320343,0.005000001891546424,0.432759643|0.53099674|0.320739418,0|-0|0,0.01468514499720186,0.0031392230885103345,0.0016848579980432987,0.006301125977188349
17,0.9,-2.029621030845756,0.5149361491203308,0.09655237197875977,0.18486326932907104,0.30615663528442383,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.6465601325035095,7.377064228057861,10.10934829711914,0.7248827219009399,0.7248827219009399,0.09956406063544582,0.09655237197875977,0.0030116886566860512,0.3319705990533327,0.2284380225901552,0.3311992422449756,0.08577636281714275,0.24542287942783286,0.33119924246664084,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,11,0,1,0,12,1,1,2,1.0,0.0,0.7248827219009399,0.0,1.0,-0.0016872216645925225,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1475711688012906,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.09077636690236258,1,continuity_tiebreak,0.8692466616630554,0,goal_velocity_linprog,0.0,valid,-0.0016872216645925225,1.117517999078574,0|0.0785894922|0.0709268185|0.0709268185|0.141390373|0.141390373,0.392220178|0.218771819|0.0325288765|0.0395288765|-0.00168722166|0.00131277834,0.578096078|0.404647719|0.218404776|0.225404776|0.184188678|0.187188678,0.512220178|0.338771819|0.152528877|0.159528877|0.118312778|0.121312778,0|0.15|0.15|0.15|0|0,0|-0.0996777395|-0.0499207193|-0.0499207193|0.00674888689|0.00674888689,0|0|0|0|0|0,1.56888071|0.775409537|0.0801947868|0.108194787|2.32946008e-10|0.0120000002,optimal,0.09077636690236258,0.08577636281714277,0.00500000408521982,0.432759643|0.53099674|0.320739418,0|-0|0,0.01530566404107958,0.0024733670288696885,0.0012722370447590947,0.008215375011786819
18,0.9500000000000001,-1.953034464828395,0.5149361491203308,0.08944498747587204,0.18600639700889587,0.3033956289291382,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.7418460845947266,7.226325035095215,10.029253005981445,0.7635439038276672,0.7635439038276672,0.09655236763926148,0.08944498747587204,0.007107380163389437,0.31984219289360993,0.48838110178821614,0.31901053618558345,0.20264327086767828,0.11636726531790517,0.31901052184781375,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,12,0,1,0,13,1,1,2,1.0,0.0,0.7635439038276672,0.0,1.0,-0.0012363059653949099,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1326578538364382,0,1,12,predictive_link_4|joint_1_acceleration_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.20764326445040882,1,continuity_tiebreak,0.8733758330345154,0,goal_velocity_linprog,0.0,valid,-0.0012363059653949099,1.1219914601373882,0|0.162098836|0.246557442|0.246557442|0.228174409|0.228174409,0.391996505|0.208897533|0.0291840928|0.0362947103|-0.00123630597|0.00176369403,0.578096078|0.394997106|0.215283666|0.222394283|0.184863267|0.187863267,0.511996505|0.328897533|0.149184093|0.15629471|0.118763694|0.121763694,0|0.15|0.15|0.15|0|0,0|-0.132749239|-0.0312438822|-0.0275972778|0.00494522441|0.00494522441,0|0|0|0|0|0,1.56798602|0.702840894|0.0854924888|0.117581563|5.43906382e-10|0.0120000005,optimal,0.20764326445040882,0.20264327086767828,0.004999993582730539,0.432759643|0.53099674|0.320739418,0|-0|0,0.015951646957546473,0.002741168951615691,0.0017181339208036661,0.00812246697023511
19,1.0,-1.9746786315420166,0.507750928401947,0.08529729396104813,0.18754518032073975,0.29972028732299805,1.0,4,0,0,0,0,0,0,,0,0,,-1,-1,nan,not_applicable,,,nan,0,0.9134731292724609,6.149914264678955,46.334903717041016,0.7796542644500732,0.7796542644500732,0.08944498652424618,0.08529729396104813,0.004147692563198052,0.29505548326607933,0.6816004188222047,0.29434372994401353,0.20040621868950267,0.09393751125451086,0.29434372681242266,0,0,disabled,0.0,1,SERVO,direct_path,0,0.402078572078608,0.402078572078608,8,1,1,1,0,0.6875054028705646,0.14548495411872864,0.039931397098636794;0.03923875137876076;0.04149763505279176;0.04408367836311197;0.042672171777398835;0.03993882116457392;0.0376820764154831;0.02191026579528638,0.14548495411872864;0.13507792353630066;0.1369474083185196;0.13209272921085358;0.12546372413635254;0.13321436941623688;0.12107285112142563;0.12649603188037872,96,0,0,1,8,0,0,"{'solver_error': 0, 'short_solution': 0, 'duplicate': 0, 'goal_error': 0, 'joint_limit': 0, 'workspace': 0, 'obstacle_clearance': 89, 'obstacle_contact': 0, 'self_collision': 0}",8.145294752822573e-05,97,97,nan,nan,1.0,filtered,13,0,1,0,14,1,1,2,1.0,0.0,0.7796542644500732,0.0,1.0,-7.409152966518506e-05,0,1,0,0,0.1472218018947355,0.0,filtered,linprog goal-velocity priority optimal,1.1783986237247974,0,1,12,predictive_link_4|joint_1_velocity_upper|joint_2_acceleration_upper|joint_3_acceleration_upper,predictive_link_4,,,0,0,0,optimal; continuity_tiebreak,0.20540622597111557,1,continuity_tiebreak,0.9519684314727783,0,goal_velocity_linprog,0.0,valid,-7.409152966518506e-05,1.1216103179233294,4.22779326e-19|0.248508857|0.46943683|0.46943683|0.487224059|0.487224059,0.392015562|0.198027449|0.0292087556|0.0363998501|-7.40915297e-05|0.00292590847,0.578096078|0.384107965|0.215289271|0.222480366|0.186006424|0.189006424,0.512015562|0.318027449|0.149208756|0.15639985|0.119925908|0.122925908,0|0.15|0.0882210033|0.0777504176|0|0,2.70145093e-19|-0.14717352|-0.0247964386|-0.0276362139|0.000296369948|0.000296369948,0|0|0|0|0|0,1.56806225|0.644936277|0.0920385837|0.117963186|3.82889805e-09|0.0120000038,optimal,0.20540622597111557,0.20040621868950262,0.005000007281612956,0.432759643|0.53099674|0.320739418,0|-0|0,0.013977678958326578,0.0027417909586802125,0.0012651010183617473,0.006341633968986571
