step,time,reward,cost,goal_error_norm,d_min,risk_global,beta,closest_link,safety_violation,collision,collision_capsule_overlap,collision_pybullet_contact,collision_contact_link_indices,collision_contact_link_names,collision_min_contact_distance,success,qdot_norm,acc_norm,jerk_norm,qdot_requested_norm,risk_speed_scale,risk_speed_h_min_m,recovery_active,recovery_triggered,recovery_success,recovery_initially_unsafe,recovery_initial_h_min_m,recovery_command_norm,safety_filter_status,safety_filter_intervention_norm,safety_filter_safe_stop,safety_filter_active_constraints,safety_filter_constraint_count,safety_filter_active_constraint_categories,safety_filter_max_constraint_category,safety_filter_projection_iterations,safety_filter_fallback_used,safety_filter_qp_solver_used,safety_filter_qp_solver_status,safety_filter_fallback_stage,safety_filter_max_constraint_violation,predictive_risk_status,predictive_h_min_m,predictive_h_by_link_m,predictive_distance_by_link_m,predictive_robust_distance_by_link_m,predictive_time_by_link_s,safety_jacobian_command_by_link_mps,safety_drift_by_link_mps,safety_constraint_residual_by_link_mps,filter_obstacle_position_m,filter_obstacle_velocity_mps,safety_filter_solve_time_s,safety_filter_predictive_risk_time_s,safety_filter_jacobian_workspace_time_s,safety_filter_projection_time_s
50,2.5500000000000003,-0.21237066015137315,0.1202821135520935,0.25833749771118164,0.3358045220375061,0.10855510085821152,0.35,2,0,0,0,0,,,nan,0,0.7378140687942505,0.4924982786178589,8.022674560546875,0.7378140687942505,1.0,nan,0,0,0,0,0.07861910235296296,0.0,passthrough,6.5129013308971715e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.16738336641293539,0.388885229|0.182136423|0.167383366|0.247560074|0.260669914|0.263669914,0.538885229|0.332136423|0.317383366|0.397560074|0.410669914|0.413669914,0.508885229|0.302136423|0.287383366|0.367560074|0.380669914|0.383669914,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0509204485|0.108645564|0.180159206|0.170093483|0,-0.0770130186|-0.11410858|-0.130672326|-0.128848248|-0.118687392|0,1.4785279|0.66535756|0.647506704|1.04155126|1.09408575|1.05467966,0.509074807|0.174528345|0.529946625,-0.0356687307|-0.125761181|-0.0347223654,0.003732087090611458,0.0014846231788396835,0.0009589213877916336,0.00125858373939991
51,2.6,-0.21569631943344186,0.12246621400117874,0.2562219798564911,0.3344164192676544,0.11043213307857513,0.35,2,0,0,0,0,,,nan,0,0.7317436337471008,0.31655794382095337,5.914338111877441,0.7317436337471008,1.0,nan,0,0,0,0,0.07861910235296296,0.0,passthrough,5.719646980776668e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.16626731440927822,0.385057664|0.179023032|0.166267314|0.250119383|0.263235493|0.266235493,0.535057664|0.329023032|0.316267314|0.400119383|0.413235493|0.416235493,0.505057664|0.299023032|0.286267314|0.370119383|0.383235493|0.386235493,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0514980968|0.104022801|0.173025986|0.163014607|0,-0.0761014922|-0.11415105|-0.130221495|-0.128790188|-0.118540846|0,1.46412916|0.653439173|0.638870563|1.04471333|1.09741573|1.06494197,0.507291675|0.168240353|0.5282107,-0.0356687307|-0.125761181|-0.0347223654,0.0032783271744847298,0.0008588004857301712,0.0009236754849553108,0.001474609598517418
52,2.6500000000000004,-0.22097872789211123,0.12511233985424042,0.25435853004455566,0.3327678442001343,0.11276156455278397,0.35,2,0,0,0,0,,,nan,0,0.7247080206871033,0.34584736824035645,4.478896617889404,0.7247080206871033,1.0,nan,0,0,0,0,0.07861910235296296,0.0,passthrough,5.128342195761624e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.16494649934936256,0.381276061|0.175932609|0.164946499|0.252324649|0.265456074|0.268456074,0.531276061|0.325932609|0.314946499|0.402324649|0.415456074|0.418456074,0.501276061|0.295932609|0.284946499|0.372324649|0.385456074|0.388456074,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0507287769|0.0982612499|0.164431603|0.154385773|0,-0.0751745377|-0.114157913|-0.129770758|-0.12874635|-0.118414537|0,1.44992971|0.6403013|0.628276489|1.04498385|1.09779553|1.0738243,0.505508542|0.161952361|0.526474774,-0.0356687307|-0.125761181|-0.0347223654,0.0043440647423267365,0.00102965347468853,0.0013835551217198372,0.001909606158733368
53,2.7,-0.22684721520189788,0.1279071718454361,0.2527554929256439,0.3308924734592438,0.1152273491024971,0.35,2,0,0,0,0,,,nan,0,0.7183368802070618,0.4902355670928955,5.262427806854248,0.7183368802070618,1.0,nan,0,0,0,0,0.07861910235296296,0.0,passthrough,4.74531525352194e-12,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,0.0,valid,0.16336402299706398,0.377541194|0.172799534|0.163364023|0.254103098|0.267252957|0.270252957,0.527541194|0.322799534|0.313364023|0.404103098|0.417252957|0.420252957,0.497541194|0.292799534|0.283364023|0.374103098|0.387252957|0.390252957,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0497043725|0.0931770904|0.157185145|0.147410178|0,-0.0742319992|-0.114134731|-0.129328139|-0.128705441|-0.118291832|0,1.43593278|0.626767779|0.617305043|1.0448921|1.09813017|1.08101183,0.50372541|0.155664369|0.524738848,-0.0356687307|-0.125761181|-0.0347223654,0.003396754153072834,0.0010591167956590652,0.0008808085694909096,0.001434112899005413
54,2.75,-0.2304318050590184,0.13080120086669922,0.25127288699150085,0.32876989245414734,0.11778175085783005,0.35,2,0,0,0,0,,,nan,0,0.7131473422050476,0.6433003544807434,5.025293350219727,0.7146239876747131,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01175643172751745,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.4961143957048506e-07,valid,0.16155303006257393,0.373853847|0.169613812|0.16155303|0.255522837|0.268708689|0.271708676,0.523853847|0.319613812|0.31155303|0.405522837|0.418708689|0.421708676,0.493853847|0.289613812|0.28155303|0.375522837|0.388708689|0.391708676,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0487637847|0.0876657944|0.147748552|0.138154981|0,-0.0732737275|-0.11409645|-0.128897017|-0.128662142|-0.118170595|0,1.42214166|0.613122582|0.604980898|1.04117776|1.09481914|1.0868347,0.501942277|0.149376377|0.523002923,-0.0356687307|-0.125761181|-0.0347223654,0.0034696850925683975,0.0009725578129291534,0.0010742442682385445,0.0014000190421938896
55,2.8000000000000003,-0.234018950898145,0.13376101851463318,0.2499018907546997,0.32644808292388916,0.12039077281951904,0.35,2,0,0,0,0,,,nan,0,0.7101815938949585,0.582706093788147,3.1483707427978516,0.7118015885353088,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01544622024838702,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.9852852182339342e-07,valid,0.1594918150266944,0.37021481|0.166379478|0.159491815|0.25647437|0.269709932|0.272709932,0.52021481|0.316379478|0.309491815|0.40647437|0.419709932|0.422709932,0.49021481|0.286379478|0.279491815|0.37647437|0.389709932|0.392709932,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0478854202|0.0831641734|0.140084619|0.1302737|0,-0.0722995805|-0.114023352|-0.128486412|-0.1286314|-0.118077361|0,1.40855966|0.599379981|0.592645021|1.0373507|1.09103607|1.09083973,0.500159144|0.143088385|0.521266997,-0.0356687307|-0.125761181|-0.0347223654,0.0037310225889086723,0.0012554200366139412,0.001081269234418869,0.0013724984601140022
56,2.85,-0.2388480303133379,0.13690510392189026,0.24869142472743988,0.32394757866859436,0.12316980957984924,0.35,2,0,0,0,0,,,nan,0,0.7081024646759033,0.6038659811019897,1.9961012601852417,0.7094551920890808,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01568243393472628,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.0654304865030948e-07,valid,0.1572287481600929,0.366624636|0.163102167|0.157228748|0.257045413|0.27032338|0.273323376,0.516624636|0.313102167|0.307228748|0.407045413|0.42032338|0.423323376,0.486624636|0.283102167|0.277228748|0.377045413|0.39032338|0.393323376,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0467136833|0.079097817|0.133600965|0.123764623|0,-0.0713094323|-0.113923912|-0.128093591|-0.12861008|-0.118006844|0,1.39518911|0.58519844|0.579919219|1.03317254|1.0870513|1.09329351,0.498375684|0.136800393|0.519531071,-0.0356687307|-0.125761181|-0.0347223654,0.003151554614305496,0.0008822353556752205,0.0009424472227692604,0.0013077016919851303
57,2.9000000000000004,-0.24162424220038148,0.1395644098520279,0.2475510686635971,0.3214142620563507,0.12545931339263916,0.35,2,0,0,0,0,,,nan,0,0.7079711556434631,0.4814385175704956,4.40776252746582,0.7090615630149841,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.015400372546280464,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.0822891960703416e-07,valid,0.15478424939337065,0.36308435|0.159769421|0.154784249|0.257294598|0.270616121|0.273616121,0.51308435|0.309769421|0.304784249|0.407294598|0.420616121|0.423616121,0.48308435|0.279769421|0.274784249|0.377294598|0.390616121|0.393616121,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0473444187|0.0780296258|0.131586434|0.121782592|0,-0.0703031483|-0.113810445|-0.127719341|-0.128590935|-0.117948852|0,1.38203425|0.572611658|0.569447283|1.03217389|1.08629822|1.09446448,0.496592194|0.130512401|0.517795146,-0.0356687307|-0.125761181|-0.0347223654,0.0034927120432257652,0.0008648121729493141,0.001148897223174572,0.0014573223888874054
58,2.95,-0.24373248301915063,0.1420019418001175,0.24645337462425232,0.31890547275543213,0.12752795219421387,0.35,2,0,0,0,0,,,nan,0,0.7077011466026306,0.3240709900856018,5.886420249938965,0.7086434960365295,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01596743728004016,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.2122151982495453e-07,valid,0.1523065110883407,0.359594781|0.15647351|0.152306511|0.257444475|0.270813303|0.273813303,0.509594781|0.30647351|0.302306511|0.407444475|0.420813303|0.423813303,0.479594781|0.27647351|0.272306511|0.377444475|0.390813303|0.393813303,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0487848265|0.0781491423|0.131117989|0.121350045|0,-0.0692806078|-0.11368879|-0.127348439|-0.128583636|-0.117918313|0,1.36909851|0.560990078|0.560026747|1.03231225|1.08668494|1.09525321,0.494808704|0.124224395|0.51605922,-0.0356687307|-0.125761181|-0.0347223654,0.0029509849846363068,0.0008177775889635086,0.0008345767855644226,0.001278197392821312
59,3.0,-0.24622611857171364,0.1445649415254593,0.24540913105010986,0.31639623641967773,0.129722461104393,0.35,2,0,0,0,0,,,nan,0,0.7051307559013367,0.2505628764629364,3.6716196537017822,0.7060321569442749,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01777202701071269,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.515883690337728e-07,valid,0.14985422115357394,0.356156735|0.153255541|0.149854221|0.257570933|0.270990622|0.273990622,0.506156735|0.303255541|0.299854221|0.407570933|0.420990622|0.423990622,0.476156735|0.273255541|0.269854221|0.377570933|0.390990622|0.393990622,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0498800828|0.0777685289|0.129702111|0.119997374|0,-0.068241692|-0.113554032|-0.126971459|-0.128593696|-0.117918414|0,1.35638525|0.549348213|0.550213955|1.03139215|1.08604145|1.09596249,0.493025213|0.117936313|0.514323294,-0.0356687307|-0.125761181|-0.0347223654,0.003006991930305958,0.0008276235312223434,0.0008175382390618324,0.0013410868123173714
60,3.0500000000000003,-0.24905918624430406,0.1472652107477188,0.24442598223686218,0.3138691186904907,0.13205301761627197,0.35,2,0,0,0,0,,,nan,0,0.7016227841377258,0.15913988649845123,2.54426908493042,0.7025219202041626,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.020081137859126737,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.901375969616149e-07,valid,0.14740249891650192,0.352771047|0.150098463|0.147402499|0.257625447|0.271100279|0.274100279,0.502771047|0.300098463|0.297402499|0.407625447|0.421100279|0.424100279,0.472771047|0.270098463|0.267402499|0.377625447|0.391100279|0.394100279,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0506044144|0.0770326751|0.12781051|0.118237447|0,-0.0671863165|-0.113397952|-0.126587698|-0.128619659|-0.117942091|0,1.34389787|0.537600314|0.540054973|1.02969264|1.08469647|1.09640112,0.491241723|0.111648232|0.512587368,-0.0356687307|-0.125761181|-0.0347223654,0.003133786842226982,0.0009998474270105362,0.0008453875780105591,0.001258636824786663
61,3.1,-0.25252685784299617,0.14996281266212463,0.24353396892547607,0.31101348996162415,0.13437998294830322,0.35,1,0,0,0,0,,,nan,0,0.6994388699531555,0.16421768069267273,2.053255081176758,0.7003085017204285,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.021804048575460307,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.2150421417666275e-07,valid,0.1449338111248012,0.349438541|0.146984623|0.144933811|0.257583532|0.271120175|0.274120175,0.499438541|0.296984623|0.294933811|0.407583532|0.421120175|0.424120175,0.469438541|0.266984623|0.264933811|0.377583532|0.391120175|0.394120175,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0513970463|0.0766478927|0.126687042|0.117581033|0,-0.0661143942|-0.113219664|-0.126198315|-0.128658253|-0.117984371|0,1.33163977|0.526115876|0.530184822|1.02836292|1.08407736|1.0964807,0.489458233|0.10536015|0.510851443,-0.0356687307|-0.125761181|-0.0347223654,0.0030120210722088814,0.0008199848234653473,0.0009234044700860977,0.0012492211535573006
62,3.1500000000000004,-0.25692212448491347,0.1527664065361023,0.2427714467048645,0.3079548478126526,0.13681107759475708,0.35,1,0,0,0,0,,,nan,0,0.6961510181427002,0.22731584310531616,2.6374013423919678,0.6970343589782715,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.02407734726634448,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.618473276255363e-07,valid,0.14246597652641568,0.346160047|0.143918942|0.142465977|0.257482959|0.271104653|0.274104653,0.496160047|0.293918942|0.292465977|0.407482959|0.421104653|0.424104653,0.466160047|0.263918942|0.262465977|0.377482959|0.391104653|0.394104653,0.15|0.15|0.15|0.15|0.15|0.15,0|0.051946105|0.0760233878|0.125201077|0.117043526|0,-0.0650258498|-0.113024902|-0.12580234|-0.128707609|-0.118043735|0,1.31961434|0.514596973|0.520084954|1.0264253|1.0834184|1.09641861,0.487674743|0.0990720689|0.509115517,-0.0356687307|-0.125761181|-0.0347223654,0.00304255448281765,0.0008091451600193977,0.0008105896413326263,0.0014021461829543114
63,3.2,-0.2619059062431655,0.15580475330352783,0.24215063452720642,0.30490124225616455,0.1394716203212738,0.35,1,0,0,0,0,,,nan,0,0.6920534372329712,0.13829438388347626,2.579993724822998,0.6928587555885315,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.024341522555264106,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.729517216314107e-07,valid,0.13998731467695658,0.342936397|0.140890003|0.139987315|0.257305141|0.271058868|0.274058868,0.492936397|0.290890003|0.289987315|0.407305141|0.421058868|0.424058868,0.462936397|0.260890003|0.259987315|0.377305141|0.391058868|0.394058868,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0519038784|0.0747314026|0.122780983|0.115230052|0,-0.0639206201|-0.112812056|-0.125400482|-0.128765769|-0.118115087|0,1.30782497|0.502651833|0.509280179|1.02323578|1.08135044|1.09623547,0.485891253|0.0927839875|0.507379591,-0.0356687307|-0.125761181|-0.0347223654,0.002975490875542164,0.0008486714214086533,0.0008336799219250679,0.0012734727934002876
64,3.25,-0.26795732089059243,0.15953116118907928,0.24168407917022705,0.30183473229408264,0.14281177520751953,0.35,1,0,0,0,0,,,nan,0,0.688205897808075,0.13296158611774445,2.675603151321411,0.6889211535453796,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.023994604398772195,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.744540331817453e-07,valid,0.13746464230333133,0.339768427|0.137868867|0.137464642|0.257002909|0.270918325|0.273918325,0.489768427|0.287868867|0.287464642|0.407002909|0.420918325|0.423918325,0.459768427|0.257868867|0.257464642|0.377002909|0.390918325|0.393918325,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0514696095|0.0731305577|0.120119805|0.112838695|0,-0.0627986548|-0.11258003|-0.124996602|-0.12882822|-0.118190845|0,1.29627505|0.490365047|0.497992525|1.01930322|1.07832115|1.0956733,0.484107763|0.0864959061|0.505643666,-0.0356687307|-0.125761181|-0.0347223654,0.0029488885775208473,0.0008010109886527061,0.0008280277252197266,0.0013009151443839073
65,3.3000000000000003,-0.27503649551164444,0.1636207103729248,0.241398885846138,0.2987653911113739,0.1465069055557251,0.35,1,0,0,0,0,,,nan,0,0.6854854226112366,0.15558910369873047,1.839494228363037,0.686085045337677,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.022697653075047463,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.60716329344396e-07,valid,0.13483693472507774,0.336656975|0.134836935|0.134882609|0.256564251|0.270653847|0.273653847,0.486656975|0.284836935|0.284882609|0.406564251|0.420653847|0.423653847,0.456656975|0.254836935|0.254882609|0.376564251|0.390653847|0.393653847,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0511980843|0.0719436077|0.118293407|0.111554705|0,-0.0616599167|-0.112332874|-0.124594251|-0.128890574|-0.118265654|0,1.28496798|0.478212949|0.486879792|1.01565984|1.07590444|1.09461539,0.482324272|0.0802078247|0.50390774,-0.0356687307|-0.125761181|-0.0347223654,0.003953716717660427,0.0007869340479373932,0.0013496428728103638,0.0017963238060474396
66,3.35,-0.28271814037803955,0.16763368248939514,0.24132153391838074,0.2957022190093994,0.15011826157569885,0.35,1,0,0,0,0,,,nan,0,0.6830688714981079,0.2151074856519699,2.6715750694274902,0.683533251285553,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.020390644683986738,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.301078225618516e-07,valid,0.13180342671663314,0.33360288|0.131803427|0.132261804|0.25603093|0.27032099|0.27332099,0.48360288|0.281803427|0.282261804|0.40603093|0.42032099|0.42332099,0.45360288|0.251803427|0.252261804|0.37603093|0.39032099|0.39332099,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0510888459|0.0710568746|0.116948522|0.111253218|0,-0.0605043834|-0.112076877|-0.124193103|-0.128951872|-0.118339507|0,1.27390714|0.466225675|0.475910988|1.01212037|1.07419767|1.09328396,0.480540782|0.0739197433|0.502171814,-0.0356687307|-0.125761181|-0.0347223654,0.0034302836284041405,0.0008372385054826736,0.0011382568627595901,0.001434769481420517
67,3.4000000000000004,-0.29159137535907775,0.17236603796482086,0.2414664477109909,0.2926192879676819,0.15443840622901917,0.35,1,0,0,0,0,,,nan,0,0.6796928644180298,0.21905221045017242,1.6313728094100952,0.6800544261932373,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.01832261758104404,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,3.019113052889037e-07,valid,0.12877704843487683,0.330606982|0.128777048|0.12961718|0.25542705|0.269969094|0.272969085,0.480606982|0.278777048|0.27961718|0.40542705|0.419969094|0.422969085,0.450606982|0.248777048|0.24961718|0.37542705|0.389969094|0.392969085,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0504717043|0.0695402584|0.114587423|0.110051183|0,-0.0593320469|-0.111813803|-0.123792158|-0.129012486|-0.118412604|0,1.26309588|0.453766095|0.464216821|1.00728314|1.07151495|1.09187634,0.478757292|0.0676316619|0.500435889,-0.0356687307|-0.125761181|-0.0347223654,0.00338955782353878,0.00114512350410223,0.0009660804644227028,0.0012588649988174438
68,3.45,-0.2997821931437328,0.17720124125480652,0.24178101122379303,0.28951990604400635,0.15885162353515625,0.35,1,0,0,0,0,,,nan,0,0.6757025122642517,0.16413047909736633,2.450890064239502,0.6760030388832092,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.017064823941561672,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.859297998057675e-07,valid,0.12573244946247872,0.327669946|0.125732449|0.126917076|0.254701808|0.269552967|0.272552967,0.477669946|0.275732449|0.276917076|0.404701808|0.419552967|0.422552967,0.447669946|0.245732449|0.246917076|0.374701808|0.389552967|0.392552967,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0499190829|0.0681276085|0.112217216|0.108459062|0,-0.0581429165|-0.111540009|-0.123395299|-0.129069611|-0.118478474|0,1.25253687|0.441308872|0.452400612|1.00195483|1.06819245|1.09021187,0.476973802|0.0613435805|0.498699695,-0.0356687307|-0.125761181|-0.0347223654,0.0029792971909046173,0.0008028866723179817,0.0007960200309753418,0.001361154019832611
69,3.5,-0.3079856275077573,0.18211106956005096,0.2422531694173813,0.28640836477279663,0.16333016753196716,0.35,1,0,0,0,0,,,nan,0,0.6724786162376404,0.1585647314786911,0.5239669680595398,0.6727290153503418,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.015879835060577295,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.7042480141336103e-07,valid,0.1226734090989012,0.324792729|0.122673409|0.124166484|0.253855011|0.26905334|0.27205334,0.474792729|0.272673409|0.274166484|0.403855011|0.41905334|0.42205334,0.444792729|0.242673409|0.244166484|0.373855011|0.38905334|0.39205334,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0494365938|0.0668768281|0.110066672|0.107019105|0,-0.0569370143|-0.111252058|-0.123001572|-0.12912456|-0.118539753|0,1.2422339|0.428878172|0.440541192|0.996362156|1.06469271|1.08821336,0.475190312|0.0550554991|0.496963412,-0.0356687307|-0.125761181|-0.0347223654,0.002929655835032463,0.0007941508665680885,0.0008383654057979584,0.0012773917987942696
70,3.5500000000000003,-0.3158030185619272,0.18675385415554047,0.24286852777004242,0.2833020091056824,0.16753467917442322,0.35,1,0,0,0,0,,,nan,0,0.6703891158103943,0.1571781188249588,0.7357046604156494,0.6705605983734131,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.013203355754557994,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,2.2900026986358638e-07,valid,0.11960419986485912,0.321976225|0.1196042|0.121373279|0.252897638|0.26847808|0.27147808,0.471976225|0.2696042|0.271373279|0.402897638|0.41847808|0.42147808,0.441976225|0.2396042|0.241373279|0.372897638|0.38847808|0.39147808,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0492783758|0.0661032208|0.108610968|0.106205525|0,-0.0557143806|-0.110949871|-0.122610481|-0.129177727|-0.118597338|0,1.23219052|0.416745305|0.428985855|0.991023793|1.06152051|1.08591232,0.473406821|0.0487674177|0.495227128,-0.0356687307|-0.125761181|-0.0347223654,0.004155888222157955,0.0014483965933322906,0.0013451920822262764,0.0013321107253432274
71,3.6,-0.3226539337929105,0.19092154502868652,0.2435937523841858,0.2802239954471588,0.1712612509727478,0.35,1,0,0,0,0,,,nan,0,0.6690866351127625,0.15853416919708252,1.1286150217056274,0.6691609025001526,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.008443883173283618,0,0,12,,workspace_z_lower,0,0,1,solved,osqp,1.5049096385418362e-07,valid,0.11654199148608882,0.319221271|0.116541991|0.11856124|0.251864549|0.267858426|0.270858426,0.469221271|0.266541991|0.26856124|0.401864549|0.417858426|0.420858426,0.439221271|0.236541991|0.23856124|0.371864549|0.387858426|0.390858426,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0495708361|0.0659124285|0.107904796|0.105918396|0,-0.0544750736|-0.110634518|-0.122219463|-0.129230909|-0.118654885|0,1.22241001|0.405104284|0.417937924|0.986132084|1.05869722|1.08343371,0.471623331|0.0424793363|0.493490845,-0.0356687307|-0.125761181|-0.0347223654,0.0028168512508273125,0.0007930854335427284,0.0007629236206412315,0.0012424755841493607
72,3.6500000000000004,-0.3308163930730427,0.1957574486732483,0.2444569617509842,0.2771519124507904,0.17565028369426727,0.35,1,0,0,0,0,,,nan,0,0.6681311130523682,0.16623780131340027,2.549398183822632,0.6681522130966187,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.004159532169921946,0,1,12,workspace_z_lower,workspace_z_lower,0,0,1,solved,osqp,7.778263305712255e-08,valid,0.11351017417542184,0.316528697|0.113510174|0.115759561|0.250793135|0.267220809|0.270220809,0.466528697|0.263510174|0.265759561|0.400793135|0.417220809|0.420220809,0.436528697|0.233510174|0.235759561|0.370793135|0.387220809|0.390220809,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0494141656|0.0651823921|0.106358931|0.105157956|0,-0.0532191701|-0.110304933|-0.121824274|-0.129287427|-0.118718397|0,1.21289562|0.393149929|0.406396362|0.980244044|1.05532279|1.08088323,0.469839841|0.0361912549|0.491754562,-0.0356687307|-0.125761181|-0.0347223654,0.0029721250757575035,0.0008088452741503716,0.0008248481899499893,0.0013186223804950714
73,3.7,-0.3441867161784148,0.20520754158496857,0.2454817295074463,0.2739235758781433,0.18462109565734863,0.35,1,0,0,0,0,,,nan,0,0.6633914113044739,0.3285716772079468,5.777921199798584,0.6668204069137573,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.010110634181105183,0,1,12,workspace_z_lower,workspace_y_lower,0,0,1,solved,osqp,3.7002810486519433e-07,valid,0.11048677898210787,0.313899332|0.110486779|0.112941318|0.249641046|0.266541478|0.269541478,0.463899332|0.260486779|0.262941318|0.399641046|0.416541478|0.419541478,0.433899332|0.230486779|0.232941318|0.369641046|0.386541478|0.389541478,0.15|0.15|0.15|0.15|0.15|0.15,0|0.046037657|0.0605517572|0.099257235|0.0987405161|0,-0.0519467661|-0.109958117|-0.121428429|-0.12934483|-0.118781736|0,1.20365056|0.378026656|0.390888602|0.968476589|1.04612469|1.07816591,0.468056351|0.029903179|0.490018278,-0.0356687307|-0.125761181|-0.0347223654,0.002930012531578541,0.0008111130446195602,0.0008679879829287529,0.0012318287044763565
74,3.75,-0.37283229361515824,0.22807390987873077,0.2467537671327591,0.27010220289230347,0.20690089464187622,0.35,1,0,0,0,0,,,nan,0,0.6573349237442017,0.9320047497749329,12.72352409362793,0.6705005764961243,1.0,nan,0,0,0,0,0.07861910235296296,0.0,filtered,0.04401049116522195,0,1,12,workspace_y_lower,workspace_y_lower,2,0,0,inaccurate_solution,,0.0,valid,0.10731045592874847,0.311333997|0.107310456|0.109910955|0.248131133|0.26553813|0.26853813,0.461333997|0.257310456|0.259910955|0.398131133|0.41553813|0.41853813,0.431333997|0.227310456|0.229910955|0.368131133|0.38553813|0.38853813,0.15|0.15|0.15|0.15|0.15|0.15,0|0.0340086097|0.0453562798|0.0767663412|0.0775767329|0,-0.0506579788|-0.109586967|-0.121061074|-0.129382934|-0.118809423|0,1.19467801|0.353663466|0.363939025|0.939907938|1.02091983|1.07415252,0.466272861|0.02361512|0.488281995,-0.0356687307|-0.125761181|-0.0347223654,0.0034378385171294212,0.0007833689451217651,0.0009721154347062111,0.0016622496768832207
